Time,Emotion
0.015625,neutral
0.1279926300048828,neutral
0.1613147258758545,neutral
0.19301056861877441,neutral
0.2605469226837158,neutral
0.3058435916900635,neutral
0.3515439033508301,neutral
0.3831794261932373,neutral
0.43007731437683105,neutral
0.5088188648223877,neutral
0.5712277889251709,neutral
0.6185164451599121,neutral
0.6653866767883301,neutral
0.7127785682678223,neutral
0.7596042156219482,neutral
0.8381173610687256,neutral
0.8854920864105225,neutral
0.932478666305542,neutral
0.9798457622528076,neutral
1.0268311500549316,neutral
1.0737113952636719,neutral
1.1210863590240479,neutral
1.152233600616455,neutral
1.223698377609253,neutral
1.2706327438354492,neutral
1.3810062408447266,neutral
1.4592480659484863,neutral
1.5064399242401123,neutral
1.5533678531646729,neutral
1.6319565773010254,neutral
1.6787629127502441,neutral
1.7412798404693604,neutral
1.788719654083252,neutral
1.8710618019104004,neutral
1.8962948322296143,neutral
1.9432640075683594,neutral
2.021934986114502,neutral
2.068800687789917,neutral
2.1474595069885254,neutral
2.1947269439697266,neutral
2.2416114807128906,neutral
2.3046202659606934,neutral
2.344634532928467,neutral
2.38421630859375,neutral
2.4230968952178955,neutral
2.4613914489746094,neutral
2.5170767307281494,neutral
2.5878467559814453,neutral
2.6329832077026367,neutral
2.6776931285858154,neutral
2.7260587215423584,neutral
2.757093667984009,neutral
2.7887558937072754,neutral
2.8200154304504395,neutral
2.8668956756591797,neutral
2.8985657691955566,neutral
2.945441722869873,neutral
2.992703437805176,neutral
3.0396499633789062,neutral
3.118217706680298,neutral
3.165088653564453,neutral
3.211862564086914,neutral
3.258833885192871,neutral
3.306138515472412,neutral
3.353018045425415,neutral
3.4003219604492188,neutral
3.4314675331115723,neutral
3.47835111618042,neutral
3.5256333351135254,neutral
3.5645313262939453,neutral
3.6099884510040283,neutral
3.649690628051758,neutral
3.6866331100463867,neutral
3.727315664291382,neutral
3.7644996643066406,neutral
3.8124589920043945,neutral
3.858142614364624,neutral
3.9054222106933594,neutral
3.967923402786255,neutral
4.05571985244751,neutral
4.09558892250061,neutral
4.177497386932373,neutral
4.236651182174683,neutral
4.278275728225708,neutral
4.319997549057007,neutral
4.357798337936401,neutral
4.396459341049194,neutral
4.434575080871582,neutral
4.480151653289795,neutral
4.529458522796631,neutral
4.564315557479858,neutral
4.614501476287842,neutral
4.715892553329468,neutral
4.7707414627075195,neutral
4.830691337585449,neutral
4.880797624588013,neutral
4.930760860443115,neutral
4.987478017807007,neutral
5.0696120262146,neutral
5.119072914123535,neutral
5.203348875045776,neutral
5.259495735168457,neutral
5.34696102142334,neutral
5.416012763977051,neutral
5.462196588516235,neutral
5.513514041900635,neutral
5.564661979675293,neutral
5.606451034545898,neutral
5.648454904556274,neutral
5.688193082809448,neutral
5.726355791091919,neutral
5.765101194381714,neutral
5.815142869949341,neutral
5.86198353767395,neutral
5.94556999206543,neutral
5.998471260070801,neutral
6.040941476821899,neutral
6.078617572784424,neutral
6.116750955581665,neutral
6.159464120864868,neutral
6.198224782943726,neutral
6.234317779541016,neutral
6.283817768096924,neutral
6.349470853805542,neutral
6.412761926651001,neutral
6.464917182922363,neutral
6.50373911857605,neutral
6.540599584579468,neutral
6.588699102401733,neutral
6.633090496063232,neutral
6.6843788623809814,neutral
6.7216796875,neutral
6.768401861190796,neutral
6.8069469928741455,neutral
