Time,Emotion
0.015642166137695312,neutral
0.13223981857299805,neutral
0.15093183517456055,neutral
0.19832158088684082,neutral
0.24513530731201172,neutral
0.30812716484069824,neutral
0.3549308776855469,neutral
0.40236377716064453,neutral
0.4492332935333252,neutral
0.512282133102417,neutral
0.5591480731964111,neutral
0.6064238548278809,neutral
0.6689238548278809,neutral
0.7162020206451416,neutral
0.7790980339050293,neutral
0.8260707855224609,neutral
0.8785266876220703,neutral
0.9360761642456055,neutral
0.9834530353546143,neutral
1.0304391384124756,neutral
1.0788354873657227,neutral
1.124739170074463,neutral
1.1715192794799805,neutral
1.2188670635223389,neutral
1.2658419609069824,neutral
1.313288927078247,neutral
1.3601760864257812,neutral
1.407510757446289,neutral
1.4543867111206055,neutral
1.501622200012207,neutral
1.54856538772583,neutral
1.5958256721496582,neutral
1.642812728881836,neutral
1.6901798248291016,neutral
1.7370994091033936,neutral
1.7845377922058105,neutral
1.8315234184265137,neutral
1.8782942295074463,neutral
1.9257099628448486,neutral
1.97251558303833,neutral
2.0198991298675537,neutral
2.0667660236358643,neutral
2.11407208442688,neutral
2.1609888076782227,neutral
2.208282470703125,neutral
2.255159854888916,neutral
2.302428722381592,neutral
2.364928722381592,neutral
2.4278483390808105,neutral
2.474714517593384,neutral
2.522059440612793,neutral
2.6006078720092773,neutral
2.64753794670105,neutral
2.6948227882385254,neutral
2.7890570163726807,neutral
2.8360438346862793,neutral
2.8829102516174316,neutral
2.9766685962677,neutral
3.024118185043335,neutral
3.070990800857544,neutral
3.1183667182922363,neutral
3.1652462482452393,neutral
3.2125351428985596,neutral
3.2593674659729004,neutral
3.3067495822906494,neutral
3.353623151779175,neutral
3.4008610248565674,neutral
3.447803258895874,neutral
3.4950647354125977,neutral
3.54205322265625,neutral
3.589423656463623,neutral
3.636409044265747,neutral
3.684826612472534,neutral
3.730734348297119,neutral
3.7776129245758057,neutral
3.825032949447632,neutral
3.8718361854553223,neutral
3.9192748069763184,neutral
3.9852888584136963,neutral
4.044789552688599,neutral
4.092149257659912,neutral
4.139135360717773,neutral
4.185897350311279,neutral
4.23288369178772,neutral
4.279759645462036,neutral
4.3270673751831055,neutral
4.374048709869385,neutral
4.421462297439575,neutral
4.468238592147827,neutral
4.515558242797852,neutral
4.546776533126831,neutral
4.594168663024902,neutral
4.641152858734131,neutral
4.688527584075928,neutral
4.735513687133789,neutral
4.78228235244751,neutral
4.829569101333618,neutral
4.876526117324829,neutral
4.939462423324585,neutral
4.970680236816406,neutral
5.01796555519104,neutral
5.06348180770874,neutral
5.113741397857666,neutral
5.1805946826934814,neutral
5.245339393615723,neutral
5.292703866958618,neutral
5.339690685272217,neutral
5.388085126876831,neutral
5.433992624282837,neutral
5.480868101119995,neutral
5.528286457061768,neutral
5.575158357620239,neutral
5.622512578964233,neutral
5.664236068725586,neutral
5.717562913894653,neutral
5.780001878738403,neutral
5.826949834823608,neutral
5.873825311660767,neutral
5.9212353229522705,neutral
5.968114137649536,neutral
6.015276670455933,neutral
6.062257766723633,neutral
6.1096110343933105,neutral
6.156485080718994,neutral
6.203784465789795,neutral
6.250769853591919,neutral
6.298036098480225,neutral
6.345022439956665,neutral
6.392391204833984,neutral
6.439377307891846,neutral
6.486191749572754,neutral
6.533538579940796,neutral
6.596482753753662,neutral
6.643469333648682,neutral
6.690208673477173,neutral
6.752825736999512,neutral
6.794734716415405,neutral
6.834985256195068,neutral
6.882652521133423,neutral
6.92996883392334,neutral
6.9768476486206055,neutral
7.024176836013794,neutral
7.0710389614105225,neutral
7.118449926376343,neutral
7.165323734283447,neutral
7.212600231170654,neutral
7.259475231170654,neutral
7.306662321090698,neutral
7.3692786693573,neutral
7.416478872299194,neutral
7.46345329284668,neutral
7.510770559310913,neutral
7.5576417446136475,neutral
7.604912042617798,neutral
7.651898145675659,neutral
7.699280738830566,neutral
7.74626612663269,neutral
7.793022632598877,neutral
7.840008735656738,neutral
7.886886835098267,neutral
7.934187173843384,neutral
7.981131553649902,neutral
8.028473615646362,neutral
8.075449466705322,neutral
8.122724533081055,neutral
8.169668436050415,neutral
8.216944217681885,neutral
8.263821840286255,neutral
8.311124086380005,neutral
8.357901334762573,neutral
8.405269384384155,neutral
8.45215654373169,neutral
8.49962830543518,neutral
8.54661512374878,neutral
8.594998359680176,neutral
