Time,Emotion
0.16681957244873047,neutral
0.38291168212890625,neutral
0.4781076908111572,neutral
0.5808267593383789,neutral
1.5066094398498535,neutral
1.7220344543457031,neutral
1.8204336166381836,neutral
1.917576551437378,neutral
3.111495018005371,neutral
3.4244344234466553,neutral
3.63446307182312,neutral
3.7416739463806152,neutral
3.8398303985595703,neutral
3.9374616146087646,neutral
4.036624431610107,neutral
4.142776012420654,neutral
4.2463274002075195,neutral
4.548837423324585,sad
4.64748477935791,neutral
4.755212068557739,neutral
4.84531569480896,neutral
4.933981657028198,neutral
5.0284435749053955,neutral
5.123640775680542,neutral
5.21052622795105,neutral
5.305603265762329,neutral
5.439715385437012,neutral
5.532135963439941,neutral
5.7208802700042725,neutral
5.827068328857422,neutral
6.0787193775177,neutral
6.182915687561035,neutral
6.384640216827393,neutral
6.58585524559021,neutral
6.688401222229004,neutral
6.785029172897339,neutral
6.888402700424194,neutral
7.000072002410889,neutral
7.1017231941223145,neutral
7.207046031951904,neutral
7.33533501625061,neutral
7.431962490081787,neutral
7.529085397720337,neutral
7.634761333465576,neutral
7.732402801513672,neutral
7.828533172607422,neutral
7.9265735149383545,neutral
8.034735441207886,neutral
8.131953477859497,neutral
8.238293409347534,neutral
8.336914539337158,neutral
8.430078506469727,neutral
8.53368091583252,neutral
8.62647795677185,neutral
8.716666221618652,neutral
8.816304206848145,neutral
8.913931369781494,neutral
9.009032011032104,neutral
9.168848991394043,neutral
9.268061876296997,neutral
9.360213041305542,neutral
9.458342552185059,neutral
9.561700820922852,neutral
9.667348861694336,neutral
9.768975496292114,neutral
9.868601560592651,neutral
9.979930877685547,neutral
10.13723373413086,neutral
10.246865510940552,neutral
10.346987962722778,neutral
10.448735237121582,neutral
10.551401615142822,neutral
10.660109043121338,neutral
10.765722751617432,neutral
10.86756944656372,neutral
10.968200445175171,neutral
11.068870306015015,neutral
11.17129898071289,neutral
11.273420572280884,neutral
11.375525712966919,neutral
11.469115495681763,neutral
11.57349419593811,neutral
11.671302080154419,neutral
12.167385339736938,neutral
12.411821365356445,sad
12.597642660140991,neutral
12.702279329299927,neutral
12.806142568588257,neutral
12.905799865722656,neutral
13.00698971748352,neutral
14.791094779968262,sad
15.494029760360718,neutral
15.818046808242798,neutral
15.917576313018799,neutral
16.018193244934082,neutral
16.116692304611206,neutral
16.21633219718933,neutral
16.324471712112427,neutral
16.42198419570923,neutral
16.63993787765503,neutral
16.74987816810608,neutral
16.85401701927185,neutral
16.955156803131104,neutral
17.053786039352417,neutral
17.152408361434937,neutral
17.257965087890625,neutral
17.35615062713623,neutral
17.448102474212646,neutral
17.5453519821167,neutral
17.65180802345276,neutral
17.751434564590454,neutral
17.852073907852173,neutral
17.954877853393555,neutral
18.055519342422485,neutral
18.292062759399414,neutral
18.387186288833618,neutral
18.48211431503296,neutral
18.582381010055542,neutral
19.237209796905518,neutral
19.344099521636963,neutral
19.446720600128174,neutral
19.547476530075073,neutral
19.64910316467285,neutral
19.79859757423401,neutral
19.960145950317383,neutral
20.055144786834717,neutral
20.15576171875,neutral
20.25138759613037,neutral
20.3485004901886,neutral
20.456231594085693,neutral
20.563392162322998,neutral
20.9200656414032,neutral
21.017180681228638,neutral
21.435872793197632,neutral
21.547649145126343,neutral
21.64978551864624,neutral
21.98275399208069,neutral
22.495187759399414,neutral
22.588862419128418,neutral
22.87684440612793,neutral
22.969953060150146,neutral
23.063658714294434,neutral
23.15402913093567,neutral
23.504886150360107,neutral
23.76809811592102,neutral
23.873236417770386,neutral
24.07047200202942,neutral
24.162344694137573,neutral
24.368547677993774,neutral
24.458773374557495,neutral
25.238667726516724,neutral
25.5404794216156,neutral
26.722313404083252,neutral
26.81741499900818,neutral
26.924561023712158,neutral
27.01766586303711,neutral
27.11335277557373,neutral
27.219000339508057,neutral
27.417260885238647,neutral
27.512884616851807,neutral
27.61550807952881,neutral
27.70522165298462,neutral
27.79987907409668,neutral
27.903497219085693,neutral
28.126421213150024,neutral
28.231584548950195,neutral
28.52211356163025,neutral
28.62373661994934,neutral
28.832558393478394,neutral
28.981725454330444,neutral
29.074841022491455,neutral
29.214486598968506,neutral
29.4303035736084,neutral
30.60280680656433,neutral
32.708335399627686,neutral
32.813374280929565,neutral
32.9236261844635,neutral
33.040159702301025,neutral
33.13727378845215,neutral
33.24340105056763,neutral
33.34303402900696,neutral
33.442232608795166,neutral
33.55208706855774,neutral
33.64518928527832,neutral
33.73828673362732,neutral
33.838133335113525,neutral
33.93175411224365,neutral
34.51632785797119,neutral
34.91837739944458,sad
35.01503539085388,sad
35.4735541343689,sad
35.565160274505615,neutral
35.77751874923706,neutral
35.882230043411255,neutral
36.376967430114746,neutral
36.467225551605225,neutral
36.57414650917053,neutral
36.72884726524353,neutral
36.831358909606934,neutral
40.578375816345215,neutral
40.668992042541504,neutral
40.76051163673401,neutral
40.86576557159424,neutral
40.9721577167511,neutral
41.110045194625854,neutral
41.20784854888916,neutral
41.297982931137085,neutral
42.41427230834961,neutral
43.35198450088501,neutral
43.44409799575806,neutral
43.54132032394409,neutral
43.63512563705444,neutral
43.81434679031372,neutral
43.90165662765503,neutral
44.00328016281128,neutral
44.10910081863403,neutral
44.207854986190796,neutral
44.352022647857666,neutral
44.74311375617981,neutral
44.846365213394165,neutral
44.957313776016235,neutral
45.05437469482422,neutral
45.15001893043518,neutral
45.253920555114746,neutral
45.35979127883911,neutral
45.46193528175354,neutral
45.568161487579346,neutral
45.67734718322754,neutral
45.770105600357056,neutral
45.866734743118286,neutral
45.97288370132446,neutral
46.073997497558594,neutral
46.16969609260559,neutral
46.54636073112488,neutral
46.64661240577698,neutral
46.748414278030396,neutral
46.84404706954956,neutral
46.94668173789978,neutral
47.043734550476074,neutral
47.146220445632935,neutral
47.43373417854309,neutral
47.62755227088928,neutral
48.12907862663269,neutral
48.405596017837524,neutral
48.5157368183136,neutral
48.61399245262146,neutral
48.83137392997742,neutral
49.030351400375366,neutral
49.139021158218384,neutral
49.240111112594604,neutral
49.44756817817688,neutral
49.55236268043518,neutral
49.64600729942322,neutral
50.99173831939697,neutral
52.820024251937866,neutral
52.91875743865967,neutral
53.12051820755005,neutral
53.63394212722778,neutral
53.939762592315674,neutral
54.037397623062134,neutral
54.15222144126892,neutral
54.35983490943909,neutral
54.4654655456543,neutral
54.55756378173828,neutral
54.65819525718689,neutral
54.7698028087616,neutral
55.35220193862915,neutral
55.53973460197449,neutral
55.64381146430969,neutral
55.74544024467468,neutral
55.850154638290405,sad
55.94577240943909,sad
57.82420110702515,sad
57.955463886260986,sad
58.0470507144928,sad
58.69914674758911,neutral
58.79527926445007,neutral
58.90398669242859,neutral
60.05184197425842,neutral
60.53281760215759,neutral
61.010138273239136,neutral
61.91405487060547,neutral
62.19905662536621,sad
62.30871272087097,sad
62.5700101852417,neutral
62.68174958229065,neutral
62.8884756565094,neutral
62.98709487915039,neutral
63.08670234680176,neutral
63.75684714317322,neutral
63.86251950263977,neutral
63.95844078063965,neutral
64.05297040939331,neutral
64.15865230560303,neutral
64.26436710357666,neutral
64.36456322669983,neutral
64.47012209892273,neutral
64.57227945327759,neutral
64.68850231170654,neutral
64.79522156715393,neutral
64.89185690879822,neutral
64.98452425003052,neutral
65.0841429233551,neutral
65.17825269699097,neutral
66.82426166534424,neutral
66.91497778892517,neutral
67.01288723945618,neutral
67.72193336486816,neutral
67.82304430007935,neutral
68.01237797737122,sad
68.62221336364746,sad
68.96730756759644,neutral
69.06292772293091,sad
69.93822360038757,neutral
70.03200149536133,neutral
70.23577833175659,sad
70.33359241485596,neutral
70.53639221191406,neutral
70.81687450408936,neutral
70.93399167060852,neutral
71.02571940422058,neutral
71.32011604309082,neutral
71.41971254348755,neutral
71.51994752883911,neutral
71.97123670578003,neutral
72.18355536460876,neutral
72.48758912086487,neutral
72.85862278938293,neutral
73.86994433403015,neutral
73.97612929344177,neutral
74.06831288337708,neutral
74.16292643547058,sad
74.2529137134552,sad
74.44857883453369,neutral
74.54419732093811,neutral
74.65136194229126,neutral
74.7513780593872,neutral
75.52902340888977,neutral
75.64335775375366,neutral
75.73690700531006,neutral
75.83303880691528,neutral
75.92846918106079,neutral
76.03980565071106,neutral
76.13391041755676,neutral
